,Name,Skeleton 006:sternum 2,Skeleton 006:sternum 2.1,Skeleton 006:sternum 2.2,Skeleton 006:sternum 1,Skeleton 006:sternum 1.1,Skeleton 006:sternum 1.2,Skeleton 006:shoulder,Skeleton 006:shoulder.1,Skeleton 006:shoulder.2,Skeleton 006:elbow,Skeleton 006:elbow.1,Skeleton 006:elbow.2,Skeleton 006:humerus,Skeleton 006:humerus.1,Skeleton 006:humerus.2,Skeleton 006:forearm,Skeleton 006:forearm.1,Skeleton 006:forearm.2,Skeleton 006:wrist,Skeleton 006:wrist.1,Skeleton 006:wrist.2,Skeleton 006:ulnar,Skeleton 006:ulnar.1,Skeleton 006:ulnar.2,Skeleton 006:radial,Skeleton 006:radial.1,Skeleton 006:radial.2
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ID,8,8,8,9,9,9,15,15,15,16,16,16,17,17,17,1A,1A,1A,1B,1B,1B,19,19,19,18,18,18
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
929,7.741667,1.032809,1.033086,0.292159,1.094306,0.981810,0.360342,,,,,,,,,,1.301274,0.928201,0.003520,,,,,,,,,
930,7.750000,1.036055,1.037719,0.294594,1.097493,0.985039,0.361751,,,,,,,,,,1.301719,0.933109,0.003091,,,,,,,,,
931,7.758333,1.039307,1.042038,0.297045,1.100608,0.988126,0.363347,,,,,,,,,,1.302661,0.937753,0.003158,,,,,,,,,
932,7.766667,1.042370,1.045628,0.299446,1.103681,0.990574,0.364792,,,,,,,,,,1.302855,0.941376,0.002834,,,,,,,,,
933,7.775000,1.045500,1.049052,0.301957,1.106772,0.992889,0.366390,,,,,,,,,,1.303354,0.945118,0.002816,,,,,,,,,
934,7.783333,1.048484,1.051922,0.304631,1.109741,0.994771,0.368203,,,,,,,,,,1.303961,0.948723,0.003141,,,,,,,,,
935,7.791667,1.051670,1.054131,0.307159,1.112931,0.995785,0.369633,,,,,,,,,,1.304067,0.951712,0.002968,,,,,,,,,
936,7.800000,1.054743,1.056670,0.309928,1.116041,0.997449,0.371536,,,,,,,,,,1.304789,0.955460,0.003462,,,,,,,,,
937,7.808333,1.057736,1.058800,0.312642,1.119159,0.998551,0.373118,,,,,,,,,,1.304561,0.958726,0.003311,,,,,,,,,
938,7.816667,1.061210,1.062323,0.315153,1.122464,1.000843,0.374552,,,,,,,,,,1.305564,0.963831,0.003476,,,,,,,,,
939,7.825000,1.064175,1.064138,0.318016,1.125476,1.001665,0.376319,,,,,,,,,,1.305751,0.967319,0.003793,,,,,,,,,
940,7.833333,1.067050,1.064753,0.320918,1.128440,1.001411,0.378182,,,,,,,,,,1.305847,0.969520,0.004310,,,,,,,,,
941,7.841667,1.069724,1.066105,0.323424,1.131192,1.001866,0.379594,,,,,,,,,,1.305902,0.972907,0.004550,,,,,,,,,
942,7.850000,1.072321,1.066989,0.325957,1.133924,1.001930,0.381025,,,,,,,,,,1.305490,0.975426,0.004631,,,,,,,,,
943,7.858333,1.075007,1.068089,0.328405,1.136596,1.002191,0.382480,,,,,,,,,,1.305982,0.978749,0.005200,,,,,,,,,
944,7.866667,1.077651,1.068844,0.330604,1.139315,1.002145,0.383603,,,,,,,,,,1.306163,0.981947,0.005421,,,,,,,,,
945,7.875000,1.079884,1.069176,0.332846,1.141616,1.001682,0.384748,,,,,,,,,,1.306025,0.984799,0.005739,,,,,,,,,
946,7.883333,1.081949,1.069312,0.334721,1.143792,1.001130,0.385581,,,,,,,,,,1.305646,0.987165,0.005776,,,,,,,,,
947,7.891667,1.084221,1.069691,0.336558,1.146072,1.000799,0.386442,,,,,,,,,,1.306183,0.990427,0.006239,,,,,,,,,
948,7.900000,1.086211,1.069756,0.338079,1.148084,1.000187,0.386986,,,,,,,,,,1.306399,0.993247,0.006456,,,,,,,,,
949,7.908333,1.088056,1.069596,0.339325,1.149961,0.999464,0.387380,,,,,,,,,,1.306698,0.995614,0.006643,,,,,,,,,
950,7.916667,1.089765,1.069481,0.340330,1.151640,0.998725,0.387501,,,,,,,,,,1.307051,0.998249,0.006755,,,,,,,,,
951,7.925000,1.091275,1.069120,0.341120,1.153227,0.997836,0.387387,,,,,,,,,,1.306956,1.000622,0.006571,,,,,,,,,
952,7.933333,1.093035,1.069520,0.341589,1.154972,0.997810,0.387214,,,,,,,,,,1.308240,1.004077,0.006813,,,,,,,,,
953,7.941667,1.094411,1.069099,0.341741,1.156301,0.996963,0.386753,,,,,,,,,,1.309130,1.006327,0.006856,,,,,,,,,
954,7.950000,1.095633,1.068674,0.341670,1.157439,0.996108,0.386102,,,,,,,,,,1.310103,1.008597,0.006863,,,,,,,,,
955,7.958333,1.096631,1.068304,0.341371,1.158315,0.995344,0.385327,,,,,,,,,,1.311177,1.010698,0.006874,,,,,,,,,
956,7.966667,1.097500,1.067819,0.340737,1.159088,0.994610,0.384411,,,,,,,,,,1.312498,1.012401,0.006864,,,,,,,,,
957,7.975000,1.098205,1.067100,0.340269,1.159751,0.993513,0.383365,,,,,,,,,,1.312949,1.014281,0.006558,,,,,,,,,
958,7.983333,1.098761,1.066875,0.339196,1.160086,0.993031,0.382165,,,,,,,,,,1.314915,1.016461,0.006765,,,,,,,,,
959,7.991667,1.099390,1.065867,0.338031,1.160608,0.991826,0.380813,,,,,,,,,,1.316491,1.017885,0.006713,,,,,,,,,
960,8.000000,1.099709,1.065340,0.336227,1.160730,0.991207,0.379131,,,,,,,,,,1.318459,1.018969,0.006498,,,,,,,,,
961,8.008333,1.099708,1.064899,0.334370,1.160487,0.990682,0.377472,,,,,,,,,,1.319994,1.019308,0.006103,,,,,,,,,
962,8.016667,1.100001,1.063898,0.332997,1.160643,0.989409,0.375823,,,,,,,,,,1.321149,1.020705,0.005810,,,,,,,,,
963,8.025000,1.100124,1.063069,0.330782,1.160641,0.988761,0.374097,,,,,,,,,,1.323582,1.021109,0.005735,,,,,,,,,
964,8.033333,1.100241,1.062526,0.329290,1.160492,0.987994,0.372588,,,,,,,,,,1.325802,1.023141,0.006149,,,,,,,,,
965,8.041667,1.100150,1.061490,0.327123,1.160260,0.986962,0.370624,,,,,,,,,,1.327146,1.023129,0.005548,,,,,,,,,
966,8.050000,1.099990,1.060954,0.325648,1.159807,0.986087,0.368972,,,,,,,,,,1.328659,1.024954,0.005685,,,,,,,,,
967,8.058333,1.099958,1.060231,0.323621,1.159515,0.985264,0.367129,,,,,,,,,,1.330626,1.025733,0.005620,,,,,,,,,
968,8.066667,1.099748,1.059580,0.321074,1.159014,0.984667,0.365069,,,,,,,,,,1.333023,1.026104,0.005539,,,,,,,,,
969,8.075000,1.099569,1.058694,0.318401,1.158441,0.983828,0.363002,,,,,,,,,,1.336044,1.026341,0.005856,,,,,,,,,
970,8.083333,1.099180,1.058212,0.315453,1.157664,0.983472,0.360769,,,,,,,,,,1.338614,1.026102,0.005698,,,,,,,,,
971,8.091667,1.098563,1.057432,0.312242,1.156719,0.982859,0.358250,,,,,,,,,,1.340736,1.025547,0.005194,,,,,,,,,
972,8.100000,1.096760,1.055880,0.308730,1.154566,0.981702,0.355807,,,,,,,,,,1.342515,1.023620,0.004972,,,,,,,,,
973,8.108333,1.097483,1.055779,0.305193,1.154742,0.981690,0.353070,,,,,,,,,,1.346379,1.023722,0.004776,,,,,,,,,
974,8.116667,1.097175,1.054883,0.301948,1.153994,0.980963,0.350604,,,,,,,,,,1.349237,1.023332,0.004826,,,,,,,,,
975,8.125000,1.096770,1.054163,0.298499,1.153036,0.980458,0.348114,,,,,,,,,,1.352571,1.022959,0.005217,,,,,,,,,
976,8.133333,1.096058,1.053020,0.295047,1.151993,0.979625,0.345490,,,,,,,,,,1.354480,1.021711,0.004677,,,,,,,,,
977,8.141667,1.095886,1.052661,0.291820,1.151132,0.979146,0.342844,,,,,,,,,,1.357165,1.021656,0.004655,,,,,,,,,
978,8.150000,1.095446,1.051731,0.288541,1.150227,0.978578,0.340577,,,,,,,,,,1.360166,1.021072,0.005161,,,,,,,,,
979,8.158333,1.095313,1.051506,0.285674,1.149369,0.978124,0.338144,,,,,,,,,,1.362854,1.021143,0.005486,,,,,,,,,
980,8.166667,1.094801,1.050872,0.282879,1.148414,0.977374,0.335641,,,,,,,,,,1.364500,1.021328,0.005298,,,,,,,,,
981,8.175000,1.094289,1.050276,0.280111,1.147333,0.976778,0.333445,,,,,,,,,,1.366651,1.020900,0.005612,,,,,,,,,
982,8.183333,1.093942,1.049858,0.277216,1.146349,0.976296,0.331087,,,,,,,,,,1.369112,1.020849,0.006047,,,,,,,,,
983,8.191667,1.093422,1.049206,0.274361,1.145387,0.975664,0.328685,,,,,,,,,,1.371375,1.021132,0.006460,,,,,,,,,
984,8.200000,1.093208,1.048804,0.270933,1.144326,0.975422,0.326269,,,,,,,,,,1.375134,1.020870,0.007806,,,,,,,,,
985,8.208333,1.093195,1.048669,0.267474,1.143414,0.975244,0.323572,,,,,,,,,,1.378373,1.020254,0.008446,,,,,,,,,
986,8.216667,1.092962,1.048083,0.264282,1.142488,0.974653,0.320985,,,,,,,,,,1.381111,1.020231,0.009167,,,,,,,,,
987,8.225000,1.092310,1.047287,0.261242,1.141459,0.974003,0.318460,,,,,,,,,,1.382555,1.020007,0.009034,,,,,,,,,
988,8.233333,1.092590,1.047113,0.257777,1.140705,0.973767,0.315788,,,,,,,,,,1.386436,1.019765,0.010438,,,,,,,,,
989,8.241667,1.092133,1.046487,0.254821,1.139729,0.973259,0.313407,,,,,,,,,,1.388451,1.019825,0.010973,,,,,,,,,
990,8.250000,1.092202,1.046334,0.251646,1.138871,0.973007,0.310852,,,,,,,,,,1.391460,1.019410,0.011973,,,,,,,,,
991,8.258333,1.091687,1.045469,0.249235,1.137982,0.972103,0.308684,,,,,,,,,,1.392914,1.020087,0.012561,,,,,,,,,
992,8.266667,1.091477,1.044967,0.246537,1.137147,0.971552,0.306409,,,,,,,,,,1.395041,1.020241,0.013395,,,,,,,,,
993,8.275000,1.091447,1.044710,0.244046,1.136287,0.970947,0.304118,,,,,,,,,,1.397432,1.020552,0.014615,,,,,,,,,
994,8.283333,1.091209,1.044336,0.241380,1.135439,0.970555,0.301879,,,,,,,,,,1.399537,1.021103,0.015663,,,,,,,,,
995,8.291667,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,8.300000,1.055115,0.779876,0.173784,1.089361,0.777612,0.074375,1.137575,0.943112,0.311740,1.302721,1.002850,0.064543,1.243074,0.965495,0.173973,,,,,,,,,,,,
997,8.308333,1.054220,0.779769,0.173309,1.088780,0.776853,0.074025,1.137246,0.943414,0.309720,1.303084,1.003214,0.063391,1.243019,0.965685,0.172533,,,,,,,,,,,,
998,8.316667,1.056935,0.781317,0.168996,1.093664,0.780972,0.070452,1.135698,0.942798,0.307706,1.303306,1.002947,0.062116,1.242880,0.965769,0.171178,,,,,,,,,,,,
999,8.325000,1.053836,0.780891,0.170960,1.090719,0.780154,0.072476,1.134893,0.942040,0.305418,1.302484,1.002909,0.061938,1.241551,0.964799,0.170394,,,,,,,,,,,,
1000,8.333333,1.053435,0.779365,0.170487,1.090720,0.778883,0.072152,1.133596,0.940837,0.303351,1.301734,1.002656,0.061491,1.240412,0.963974,0.169525,,,,,,,,,,,,
1001,8.341667,1.052969,0.778167,0.170333,1.090500,0.777696,0.072092,1.132574,0.940057,0.301679,1.301148,1.002535,0.061152,1.239507,0.963433,0.168853,,,,,,,,,,,,
1002,8.350000,1.055106,0.775587,0.168040,1.093077,0.775666,0.069967,1.130964,0.938876,0.300252,1.300574,1.002045,0.060604,1.238693,0.962934,0.168165,,,,,,,,,,,,
1003,8.358333,1.051990,0.775712,0.169951,1.090060,0.775282,0.071917,1.130519,0.938236,0.298657,1.299907,1.002198,0.060618,1.237690,0.962220,0.167664,,,,,,,,,,,,
1004,8.366667,1.051495,0.774834,0.169838,1.089780,0.774381,0.071888,1.129749,0.937531,0.297434,1.299387,1.002122,0.060338,1.236971,0.961775,0.167130,,,,,,,,,,,,
1005,8.375000,1.051024,0.773984,0.169646,1.089455,0.773591,0.071754,1.128978,0.936799,0.296359,1.298798,1.002041,0.060133,1.236222,0.961324,0.166690,,,,,,,,,,,,
1006,8.383333,1.050579,0.773221,0.169576,1.089260,0.772717,0.071782,1.128332,0.936173,0.295459,1.298421,1.002077,0.059978,1.235684,0.961025,0.166312,1.256270,0.942496,0.062918,,,,,,,,,
1007,8.391667,1.050078,0.772555,0.169411,1.088836,0.772161,0.071647,1.127645,0.935503,0.294733,1.297802,1.002022,0.059902,1.234973,0.960634,0.166050,,,,,,,,,,,,
1008,8.400000,1.049584,0.771912,0.169338,1.088509,0.771472,0.071641,1.127080,0.934875,0.293999,1.297351,1.001982,0.059731,1.234432,0.960292,0.165708,,,,,,,,,,,,
1009,8.408333,,,,,,,1.111241,0.920349,0.299180,1.267164,0.993602,0.083850,1.204357,0.945758,0.187263,,,,,,,,,,,,
1010,8.416667,,,,,,,1.125560,0.928950,0.287456,1.279463,0.994166,0.073931,1.218289,0.949624,0.179769,,,,,,,,,,,,
1011,8.425000,1.001501,0.847945,0.149430,1.004773,0.876279,0.048205,1.134667,0.948099,0.303545,1.291123,1.008223,0.069609,1.228242,0.963255,0.174260,,,,,,,,,,,,
1012,8.433333,1.006935,0.855666,0.124978,1.010062,0.883863,0.023710,1.129743,0.940766,0.310378,1.293865,1.009960,0.068061,1.231464,0.966139,0.173483,,,,,,,,,,,,
1013,8.441667,1.009690,0.856519,0.115168,1.013574,0.887222,0.014658,1.126145,0.935791,0.308214,1.293310,1.009412,0.067182,1.230323,0.964609,0.171841,,,,,,,,,,,,
1014,8.450000,1.010876,0.856024,0.110793,1.015160,0.888795,0.010955,1.124141,0.932934,0.306265,1.292537,1.008882,0.066836,1.229120,0.963178,0.170843,,,,,,,,,,,,
1015,8.458333,1.011123,0.855233,0.108268,1.015707,0.889706,0.009018,1.122777,0.930682,0.304533,1.291735,1.008335,0.066486,1.228030,0.961793,0.169944,,,,,,,,,,,,
1016,8.466667,1.011231,0.854308,0.106761,1.016003,0.889482,0.007765,1.121913,0.929127,0.303764,1.291090,1.008002,0.066393,1.227287,0.960913,0.169543,,,,,,,,,,,,
1017,8.475000,1.011033,0.853116,0.105722,1.015855,0.888752,0.006894,1.121099,0.927719,0.303119,1.290406,1.007736,0.066436,1.226512,0.960092,0.169274,,,,,,,,,,,,
1018,8.483333,1.010866,0.852689,0.104603,1.016028,0.888487,0.005851,1.120571,0.926330,0.302916,1.290067,1.007678,0.066406,1.226203,0.959608,0.169065,,,,,,,,,,,,
1019,8.491667,1.010591,0.850883,0.103378,1.015817,0.886839,0.004687,1.119829,0.924659,0.302095,1.289447,1.007335,0.066336,1.225484,0.958619,0.168627,,,,,,,,,,,,
1020,8.500000,1.010026,0.850032,0.103074,1.015360,0.885938,0.004371,1.119446,0.923585,0.301980,1.289072,1.007275,0.066490,1.225125,0.958142,0.168592,,,,,,,,,,,,
1021,8.508333,1.009704,0.848637,0.102668,1.014997,0.884543,0.003963,1.118986,0.922184,0.301896,1.288499,1.007102,0.066727,1.224624,0.957459,0.168627,,,,,,,,,,,,
1022,8.516667,1.009475,0.848102,0.102212,1.014895,0.88384,0.003453,1.118705,0.921315,0.301883,1.288321,1.007103,0.066758,1.2245,0.957212,0.168571,,,,,,,,,,,,
1023,8.525,1.009462,0.843928,0.101699,1.014307,0.879625,0.002895,1.1168,0.919532,0.301706,1.286328,1.006288,0.067761,1.222384,0.955725,0.169164,,,,,,,,,,,,
1024,8.533333,1.008709,0.845723,0.101964,1.0139,0.881229,0.003108,1.118196,0.919133,0.301717,1.287548,1.006826,0.066976,1.223911,0.956176,0.168529,,,,,,,,,,,,
1025,8.541667,1.00844,0.844842,0.101781,1.013566,0.880198,0.002868,1.118017,0.918084,0.301835,1.287244,1.006746,0.067154,1.223724,0.955759,0.168611,,,,,,,,,,,,
1026,8.55,1.008371,0.841461,0.101288,1.013159,0.876722,0.002324,1.116371,0.916422,0.301841,1.285606,1.006138,0.068128,1.221989,0.954546,0.169218,,,,,,,,,,,,
1027,8.558333,1.007609,0.843058,0.102259,1.012598,0.878145,0.003244,1.117859,0.916514,0.30208,1.286652,1.006658,0.067544,1.223365,0.955067,0.168842,,,,,,,,,,,,
1028,8.566667,1.00745,0.839847,0.101641,1.012128,0.874519,0.002464,1.116306,0.915035,0.301996,1.285247,1.006173,0.068277,1.22186,0.954086,0.169258,,,,,,,,,,,,
1029,8.575,1.006817,0.838936,0.101697,1.011398,0.873049,0.002322,1.116091,0.914291,0.302041,1.28512,1.006269,0.068351,1.221805,0.953955,0.16926,,,,,,,,,,,,
1030,8.583333,1.006258,0.838302,0.102127,1.010813,0.872066,0.002631,1.116023,0.914107,0.302092,1.284923,1.006355,0.06836,1.221684,0.953937,0.169261,,,,,,,,,,,,
1031,8.591667,1.006019,0.837638,0.101734,1.010622,0.870914,0.002076,1.115726,0.913772,0.301787,1.284948,1.006542,0.06817,1.221681,0.954031,0.169007,,,,,,,,,,,,
1032,8.6,1.005658,0.837759,0.101604,1.010563,0.870764,0.001871,1.115501,0.913771,0.301712,1.285001,1.006841,0.068053,1.221719,0.954327,0.168879,,,,,,,,,,,,
1033,8.608333,1.005298,0.837253,0.101645,1.010185,0.869963,0.001814,1.115171,0.913839,0.301555,1.284799,1.006986,0.068056,1.221461,0.954427,0.168823,,,,,,,,,,,,
1034,8.616667,1.005257,0.836258,0.101703,1.009956,0.868733,0.001787,1.114759,0.913789,0.301508,1.284423,1.007052,0.068317,1.221028,0.954379,0.168988,,,,,,,,,,,,
1035,8.625,1.005078,0.83588,0.101744,1.00981,0.868178,0.001772,1.114339,0.913739,0.301608,1.282978,1.006521,0.0669,1.220245,0.954323,0.16823,,,,,,,,,,,,
1036,8.633333,1.004846,0.835501,0.10186,1.009573,0.867608,0.001826,1.113954,0.913577,0.301808,1.282666,1.006645,0.067136,1.219954,0.954385,0.168448,,,,,,,,,,,,
1037,8.641667,1.004701,0.835142,0.101793,1.009484,0.867256,0.001763,1.11352,0.913357,0.301842,1.282356,1.006681,0.067365,1.219606,0.954322,0.168602,,,,,,,,,,,,
1038,8.65,1.004611,0.834918,0.101833,1.009383,0.866689,0.001694,1.11319,0.913234,0.302237,1.282118,1.006891,0.067644,1.219424,0.954518,0.168909,,,,,,,,,,,,
1039,8.658333,1.006437,0.835459,0.100974,1.011868,0.868408,0.00125,1.112806,0.913066,0.302577,1.28286,1.0075,0.069623,1.219563,0.954634,0.170255,,,,,,,,,,,,
1040,8.666667,1.006321,0.834994,0.101013,1.011672,0.867849,0.001253,1.112443,0.912856,0.302683,1.282583,1.007578,0.069911,1.219268,0.954606,0.170475,,,,,,,,,,,,
1041,8.675,1.006174,0.834761,0.101031,1.011517,0.867377,0.001192,1.112218,0.912715,0.30287,1.282493,1.007772,0.070175,1.219167,0.954718,0.170689,,,,,,,,,,,,
1042,8.683333,1.005868,0.834984,0.101189,1.011326,0.867842,0.001436,1.11205,0.91253,0.302876,1.282412,1.007835,0.070272,1.219089,0.954711,0.170751,,,,,,,,,,,,
1043,8.691667,1.005735,0.834909,0.101271,1.011184,0.867581,0.001456,1.112001,0.912485,0.303038,1.282429,1.008048,0.070484,1.219101,0.954846,0.170919,,,,,,,,,,,,
1044,8.7,1.005644,0.834771,0.101386,1.011024,0.867412,0.001558,1.111987,0.912413,0.303088,1.282382,1.008196,0.070616,1.21907,0.954896,0.17101,,,,,,,,,,,,
1045,8.708333,1.005558,0.834699,0.101451,1.01089,0.867288,0.001603,1.11203,0.912364,0.30308,1.282446,1.008319,0.070697,1.219126,0.954943,0.171044,,,,,,,,,,,,
1046,8.716667,1.005549,0.834875,0.101437,1.010878,0.8675,0.001601,1.11215,0.912356,0.303072,1.282625,1.008488,0.070808,1.219273,0.955027,0.17109,,,,,,,,,,,,
1047,8.725,1.00543,0.834885,0.101554,1.010731,0.867448,0.001696,1.112286,0.912366,0.303046,1.282816,1.008695,0.070925,1.219431,0.955133,0.171133,,,,,,,,,,,,
1048,8.733333,1.005278,0.834899,0.101672,1.010534,0.867404,0.001793,1.112437,0.912352,0.303002,1.282958,1.008834,0.070935,1.219574,0.955199,0.171105,,,,,,,,,,,,
1049,8.741667,1.005184,0.834851,0.101862,1.01037,0.867459,0.002013,1.112596,0.91231,0.302911,1.283051,1.008899,0.070972,1.219667,0.95517,0.17109,,,,,,,,,,,,
1050,8.75,1.004975,0.834875,0.101901,1.01019,0.867185,0.001956,1.112772,0.912313,0.302895,1.283386,1.009152,0.071019,1.219961,0.955353,0.171074,,,,,,,,,,,,
1051,8.758333,1.004962,0.834961,0.101857,1.010189,0.867254,0.001907,1.112912,0.912272,0.302822,1.283624,1.009343,0.071093,1.22016,0.955446,0.17107,,,,,,,,,,,,
1052,8.766667,1.005011,0.83492,0.101887,1.010194,0.867047,0.001882,1.113061,0.912354,0.302795,1.283862,1.009555,0.071134,1.220376,0.95562,0.171077,,,,,,,,,,,,
1053,8.775,1.004961,0.834775,0.101877,1.010158,0.866775,0.001831,1.113133,0.912287,0.302701,1.284017,1.009686,0.071119,1.220518,0.955689,0.17102,,,,,,,,,,,,
1054,8.783333,1.0051,0.834709,0.101734,1.010351,0.866703,0.001689,1.113181,0.912242,0.302606,1.284163,1.009764,0.071142,1.220626,0.955718,0.170993,,,,,,,,,,,,
1055,8.791667,1.005108,0.834535,0.101641,1.010357,0.866436,0.001567,1.113199,0.912145,0.302496,1.283293,1.00925,0.069718,1.22031,0.955598,0.170131,,,,,,,,,,,,
1056,8.8,1.004956,0.833951,0.10181,1.010075,0.865801,0.001712,1.113163,0.912044,0.302261,1.283302,1.009228,0.06978,1.220254,0.955467,0.170093,,,,,,,,,,,,
1057,8.808333,1.005171,0.833913,0.101631,1.010349,0.865797,0.001548,1.113159,0.912039,0.302194,1.283406,1.009283,0.069839,1.220309,0.955491,0.170105,,,,,,,,,,,,
1058,8.816667,1.005234,0.833614,0.101592,1.010407,0.865406,0.001479,1.113111,0.912008,0.30211,1.283462,1.009296,0.069897,1.220315,0.955474,0.170114,,,,,,,,,,,,
1059,8.825,1.005122,0.83318,0.101649,1.010226,0.86478,0.001472,1.113052,0.911955,0.301997,1.283519,1.009322,0.069968,1.22031,0.955443,0.170116,,,,,,,,,,,,
1060,8.833333,1.00547,0.833148,0.10141,1.010661,0.864822,0.00126,1.112979,0.911943,0.301988,1.283593,1.009366,0.070099,1.220326,0.955471,0.170202,,,,,,,,,,,,
1061,8.841667,1.005633,0.832844,0.10126,1.010834,0.864435,0.001085,1.112839,0.911889,0.301935,1.283609,1.009369,0.070202,1.220279,0.955454,0.170255,,,,,,,,,,,,
1062,8.85,1.005735,0.832616,0.101224,1.010931,0.864141,0.001028,1.112758,0.911876,0.301935,1.283633,1.009382,0.070335,1.220251,0.955445,0.170343,,,,,,,,,,,,
1063,8.858333,1.005913,0.832492,0.101032,1.011175,0.863791,0.000769,1.112673,0.911882,0.302011,1.283738,1.009446,0.070423,1.220313,0.955542,0.170421,,,,,,,,,,,,
1064,8.866667,1.006075,0.832337,0.100902,1.011333,0.863616,0.000633,1.112567,0.911831,0.30201,1.283775,1.009517,0.070602,1.220289,0.955562,0.170534,,,,,,,,,,,,
1065,8.875,1.00616,0.832288,0.100838,1.011437,0.863512,0.000552,1.112508,0.911799,0.302061,1.283829,1.009537,0.070713,1.220308,0.955579,0.170622,,,,,,,,,,,,
1066,8.883333,1.006214,0.832023,0.101015,1.011407,0.86335,0.000757,1.112453,0.911784,0.302086,1.283748,1.009491,0.070921,1.22019,0.955477,0.170775,,,,,,,,,,,,
1067,8.891667,1.006267,0.831878,0.101013,1.011458,0.863092,0.000719,1.112407,0.911775,0.302129,1.283817,1.00951,0.071038,1.220218,0.955495,0.170866,,,,,,,,,,,,
1068,8.9,1.006296,0.831979,0.101061,1.011601,0.863329,0.000816,1.112433,0.911817,0.302167,1.283849,1.00951,0.071173,1.220207,0.95546,0.170955,,,,,,,,,,,,
1069,8.908333,1.006351,0.831969,0.100873,1.011686,0.863229,0.000601,1.112414,0.911767,0.302085,1.283999,1.009577,0.071173,1.220312,0.955512,0.170917,,,,,,,,,,,,
1070,8.916667,1.006435,0.831926,0.100853,1.01171,0.862986,0.000516,1.112468,0.911814,0.302127,1.284165,1.009636,0.071187,1.220463,0.955614,0.170945,,,,,,,,,,,,
1071,8.925,1.006306,0.831859,0.100755,1.011613,0.86256,0.000309,1.112567,0.911775,0.302079,1.284451,1.009733,0.07111,1.220717,0.955721,0.170853,,,,,,,,,,,,
1072,8.933333,1.0063,0.832063,0.100826,1.011722,0.863026,0.000467,1.112678,0.911851,0.30203,1.28452,1.009699,0.071207,1.220728,0.955634,0.170884,,,,,,,,,,,,
1073,8.941667,1.006432,0.831982,0.100501,1.011885,0.86289,0.000127,1.112694,0.911722,0.301818,1.284733,1.00971,0.071141,1.220874,0.955609,0.170756,,,,,,,,,,,,
1074,8.95,1.006765,0.831928,0.100366,1.012188,0.862917,1.5e-05,1.112742,0.911717,0.301757,1.284864,1.00961,0.071157,1.220965,0.955544,0.170765,,,,,,,,,,,,
1075,8.958333,1.00657,0.831352,0.100374,1.012055,0.862138,-3.6e-05,1.112732,0.911622,0.301426,1.285046,1.009539,0.071101,1.221033,0.955408,0.170601,,,,,,,,,,,,
1076,8.966667,1.00666,0.83118,0.100149,1.012189,0.861883,-0.000284,1.11272,0.911549,0.301238,1.285226,1.009483,0.071063,1.22113,0.955345,0.170505,,,,,,,,,,,,
1077,8.975,1.006727,0.830996,0.100113,1.012214,0.861474,-0.000391,1.11275,0.911591,0.301194,1.285489,1.009431,0.071135,1.221295,0.955339,0.170539,,,,,,,,,,,,
1078,8.983333,1.006927,0.830847,0.099845,1.012487,0.86129,-0.000666,1.112724,0.911553,0.30101,1.285645,1.009353,0.071082,1.221372,0.955276,0.170443,,,,,,,,,,,,
1079,8.991667,1.006929,0.830426,0.099793,1.012477,0.86072,-0.000763,1.112701,0.911508,0.300816,1.285739,1.009238,0.071031,1.221394,0.955161,0.170346,,,,,,,,,,,,
1080,9.0,1.006952,0.830119,0.0997,1.0125,0.860294,-0.000892,1.112668,0.911464,0.300649,1.28584,1.00912,0.070988,1.221424,0.955055,0.170264,,,,,,,,,,,,
1081,9.008333,1.006981,0.829784,0.099612,1.012547,0.859823,-0.00102,1.112607,0.911424,0.300493,1.285921,1.008963,0.070926,1.221436,0.954937,0.170178,,,,,,,,,,,,
1082,9.016667,1.006802,0.829464,0.099572,1.012366,0.859096,-0.001181,1.112588,0.911398,0.300399,1.286114,1.008895,0.070846,1.221563,0.954922,0.170083,,,,,,,,,,,,
1083,9.025,1.006875,0.829158,0.099405,1.012456,0.858695,-0.001374,1.112511,0.91129,0.300233,1.286212,1.008665,0.070784,1.221581,0.95474,0.169995,,,,,,,,,,,,
1084,9.033333,1.007067,0.829236,0.099362,1.012823,0.859076,-0.001318,1.112514,0.911353,0.300183,1.286155,1.008498,0.070813,1.221483,0.954583,0.170004,,,,,,,,,,,,
1085,9.041667,1.007191,0.82886,0.099254,1.012882,0.85842,-0.001512,1.112446,0.911313,0.300101,1.286258,1.008362,0.070709,1.221555,0.954544,0.169932,,,,,,,,,,,,
1086,9.05,1.007373,0.827489,0.099417,1.012772,0.856979,-0.001386,1.112307,0.911163,0.299752,1.286022,1.007966,0.070752,1.221238,0.954075,0.169881,,,,,,,,,,,,
1087,9.058333,1.007268,0.826745,0.099558,1.01266,0.855882,-0.001348,1.112248,0.911117,0.299571,1.287052,1.008313,0.072078,1.221641,0.954038,0.170585,,,,,,,,,,,,
