,Name,Skeleton 006:sternum 2,Skeleton 006:sternum 2.1,Skeleton 006:sternum 2.2,Skeleton 006:sternum 1,Skeleton 006:sternum 1.1,Skeleton 006:sternum 1.2,Skeleton 006:shoulder,Skeleton 006:shoulder.1,Skeleton 006:shoulder.2,Skeleton 006:elbow,Skeleton 006:elbow.1,Skeleton 006:elbow.2,Skeleton 006:humerus,Skeleton 006:humerus.1,Skeleton 006:humerus.2,Skeleton 006:forearm,Skeleton 006:forearm.1,Skeleton 006:forearm.2,Skeleton 006:wrist,Skeleton 006:wrist.1,Skeleton 006:wrist.2,Skeleton 006:ulnar,Skeleton 006:ulnar.1,Skeleton 006:ulnar.2,Skeleton 006:radial,Skeleton 006:radial.1,Skeleton 006:radial.2
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ID,8,8,8,9,9,9,15,15,15,16,16,16,17,17,17,1A,1A,1A,1B,1B,1B,19,19,19,18,18,18
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
225,1.875000,1.060450,0.770756,0.249707,1.139496,0.742665,0.313131,1.119870,0.885472,0.067589,1.327468,1.015055,0.023803,1.214873,0.963368,0.063537,1.252112,0.947586,0.037483,1.188848,1.012517,0.114721,1.236764,1.026223,0.126644,1.161191,1.055560,0.108014
226,1.883333,1.061125,0.769924,0.247880,1.139898,0.741725,0.311595,1.120812,0.884509,0.065092,1.327676,1.015449,0.022699,1.215255,0.962948,0.061856,1.252696,0.947553,0.035897,1.189070,1.011709,0.113422,1.236883,1.025319,0.125855,1.161436,1.054802,0.106945
227,1.891667,1.061689,0.769625,0.246618,1.140187,0.741188,0.310567,1.121722,0.883432,0.062829,1.329405,1.014506,0.024503,1.216424,0.961879,0.061834,1.253948,0.946891,0.035966,1.188923,1.011162,0.111840,1.236231,1.025232,0.125619,1.161103,1.053989,0.104456
228,1.900000,1.062314,0.769570,0.245196,1.140507,0.740929,0.309427,1.122781,0.882411,0.060344,1.329522,1.014540,0.023247,1.216667,0.961321,0.060119,1.254409,0.946581,0.034446,1.189135,1.010324,0.110410,1.236292,1.024327,0.124763,1.161341,1.053182,0.103111
229,1.908333,1.061539,0.772291,0.243911,1.139475,0.741724,0.307564,1.123747,0.882009,0.057862,1.330684,1.012441,0.024383,1.217009,0.960071,0.059928,1.254593,0.945396,0.034150,1.189269,1.009557,0.108928,1.235829,1.023685,0.125002,1.161570,1.052335,0.100843
230,1.916667,1.063273,0.770763,0.243692,1.140999,0.740760,0.307868,1.124800,0.880077,0.056108,1.331708,1.011803,0.024668,1.218064,0.958736,0.059268,1.255775,0.944550,0.033564,1.189244,1.008662,0.107018,1.235293,1.023239,0.124133,1.161363,1.051175,0.098191
231,1.925000,1.065483,0.768731,0.242821,1.142989,0.739366,0.307555,1.126351,0.877892,0.053860,1.332930,1.011468,0.024970,1.219446,0.957335,0.058420,1.257276,0.943863,0.032693,1.189269,1.007585,0.105010,1.234866,1.022653,0.122892,1.161122,1.049800,0.095618
232,1.933333,1.067146,0.768034,0.241462,1.144109,0.738436,0.306736,1.128539,0.876303,0.051174,1.334240,1.011262,0.025137,1.220815,0.956315,0.057442,1.258761,0.942896,0.031609,1.189159,1.005782,0.103108,1.234329,1.021198,0.121760,1.160784,1.047775,0.093409
233,1.941667,1.069100,0.767839,0.240234,1.145842,0.738276,0.305785,1.130599,0.874580,0.048608,1.336046,1.010332,0.026639,1.222414,0.954917,0.057378,1.260251,0.942570,0.031341,1.189229,1.005971,0.100737,1.233856,1.022752,0.119517,1.160105,1.047128,0.089756
234,1.950000,1.071236,0.766719,0.239559,1.147613,0.737096,0.305507,1.132904,0.872341,0.046553,1.336955,1.009789,0.026631,1.223595,0.953389,0.056575,1.261538,0.941474,0.030481,1.189379,1.004214,0.099171,1.233564,1.021163,0.118827,1.160198,1.045252,0.087904
235,1.958333,1.073072,0.767410,0.238676,1.149051,0.737784,0.305079,1.135670,0.871124,0.044697,1.337738,1.010067,0.025534,1.224696,0.952919,0.055262,1.262826,0.940330,0.029114,1.189314,1.001973,0.097481,1.233224,1.019329,0.117395,1.159764,1.042734,0.086171
236,1.966667,1.074323,0.754991,0.282615,1.157683,0.730318,0.341796,,,,,,,,,,1.241775,0.928929,0.038461,1.186090,1.007871,0.095212,1.223559,1.028060,0.123749,1.159620,1.046712,0.073921
237,1.975000,1.074863,0.756940,0.286461,1.158828,0.731996,0.344665,,,,,,,,,,1.245325,0.922108,0.033495,1.192715,1.004159,0.091544,1.234568,1.022668,0.114602,1.166620,1.043960,0.071606
238,1.983333,1.063711,0.825169,0.296627,1.142304,0.786390,0.354759,1.130478,0.943803,0.125484,1.346489,1.034240,0.035043,1.235555,1.003348,0.095600,1.253129,0.987898,0.049406,,,,,,,,,
239,1.991667,1.064305,0.824299,0.297878,1.143135,0.785710,0.355816,1.130357,0.941219,0.125138,1.365840,0.992853,0.022621,1.252028,0.981564,0.084648,1.264314,0.940932,0.042196,1.178886,1.051329,0.073864,1.214962,1.015014,0.076235,1.200808,1.096366,0.086263
240,2.000000,1.076444,0.763560,0.300808,1.162363,0.737855,0.355737,,,,,,,,,,1.247914,0.873212,0.015902,1.205662,0.979578,0.069014,1.256179,0.972077,0.064810,1.194554,1.025310,0.047854
241,2.008333,1.077263,0.765792,0.306594,1.164009,0.739899,0.360117,,,,,,,,,,1.240550,0.882291,0.018665,1.202892,0.983313,0.071471,1.253957,0.986852,0.073857,1.184855,1.027070,0.050916
242,2.016667,1.078186,0.768548,0.313225,1.165835,0.742511,0.365185,,,,,,,,,,1.234136,0.883734,0.018983,1.201704,0.982915,0.072165,1.252015,0.990710,0.077986,1.181222,1.025696,0.051846
243,2.025000,1.079184,0.771273,0.319834,1.167827,0.745065,0.369989,,,,,,,,,,1.227716,0.880575,0.017186,1.202324,0.979646,0.071420,1.252525,0.987966,0.077464,1.181333,1.022530,0.051852
244,2.033333,1.080942,0.773145,0.327018,1.170629,0.746951,0.375290,,,,1.307299,0.984811,0.059361,1.198490,0.938206,0.113366,1.231950,0.970290,0.064601,,,,,,,,,
245,2.041667,1.082833,0.775711,0.333996,1.173945,0.749230,0.379356,,,,1.306209,0.985267,0.061592,1.197605,0.940870,0.117825,1.227673,0.968602,0.066672,,,,,,,,,
246,2.050000,1.084653,0.776596,0.341626,1.176468,0.750207,0.385599,,,,1.304717,0.983667,0.064592,1.196728,0.940200,0.122704,1.223905,0.965651,0.068522,,,,,,,,,
247,2.058333,1.086766,0.778781,0.349978,1.179577,0.752446,0.391843,,,,1.303505,0.983310,0.067610,1.196112,0.941576,0.128051,1.219386,0.962574,0.070844,,,,,,,,,
248,2.066667,1.088861,0.781275,0.357424,1.182723,0.754853,0.396818,,,,1.301952,0.982849,0.070390,1.195017,0.942934,0.132837,1.214599,0.959093,0.073090,,,,,,,,,
249,2.075000,1.091908,0.781233,0.365868,1.186814,0.754859,0.402711,,,,1.298827,0.981967,0.073487,1.193176,0.942817,0.138550,1.208403,0.955477,0.075034,,,,,,,,,
250,2.083333,1.094517,0.780268,0.372013,1.189777,0.754697,0.408503,,,,1.298129,0.979980,0.076190,1.193318,0.940712,0.142528,1.205358,0.949687,0.075917,,,,,,,,,
251,2.091667,1.097951,0.785206,0.383451,1.194755,0.759020,0.415128,,,,1.296384,0.979404,0.081161,1.192083,0.944146,0.150488,1.198294,0.946149,0.078409,,,,,,,,,
252,2.100000,1.101238,0.785779,0.392119,1.198900,0.759818,0.421243,,,,1.293133,0.978414,0.084698,1.190209,0.944022,0.156474,1.192157,0.941968,0.080310,,,,,,,,,
253,2.108333,1.104987,0.786711,0.400879,1.203462,0.761039,0.427405,,,,1.292319,0.976321,0.089308,1.190099,0.943689,0.162888,1.187669,0.936958,0.080670,,,,,,,,,
254,2.116667,1.108861,0.787093,0.409256,1.208116,0.761631,0.432925,,,,1.290679,0.974468,0.094918,1.189097,0.942901,0.169837,1.182730,0.931770,0.080710,,,,,,,,,
255,2.125000,1.113115,0.787368,0.417906,1.213044,0.762279,0.438998,,,,1.288858,0.972707,0.099405,1.188453,0.942217,0.176327,1.177917,0.926371,0.079990,,,,,,,,,
256,2.133333,1.117238,0.787098,0.426030,1.217790,0.762318,0.444341,,,,1.286409,0.970291,0.104091,1.187093,0.940656,0.182743,1.173089,0.920919,0.078343,,,,,,,,,
257,2.141667,1.121589,0.787089,0.434248,1.222677,0.762575,0.449755,,,,1.284213,0.968139,0.108890,1.186057,0.939460,0.189332,1.168757,0.914504,0.075832,,,,,,,,,
258,2.150000,1.126269,0.787120,0.442591,1.227841,0.763018,0.455331,,,,1.282341,0.966180,0.113850,1.185406,0.938476,0.196095,1.165472,0.907347,0.071982,,,,,,,,,
259,2.158333,1.185103,0.705925,0.272412,1.264620,0.686730,0.338508,1.220499,0.777193,0.048951,1.360587,0.963369,0.023865,1.270859,0.877758,0.063205,1.303306,0.865416,0.017011,1.198623,0.892803,0.059600,1.222824,0.923699,0.092549,1.160732,0.919842,0.037334
260,2.166667,1.194918,0.701064,0.277312,1.275009,0.682652,0.342935,1.226389,0.772200,0.052450,1.394237,0.942698,0.021246,1.297139,0.867331,0.063905,,,,1.216386,0.894325,0.074515,1.209776,0.849833,0.049966,1.266985,0.904338,0.075953
261,2.175000,1.205066,0.696802,0.282385,1.285762,0.679182,0.347484,1.232377,0.767655,0.056120,1.394154,0.941302,0.017669,1.300123,0.864112,0.063799,,,,1.217385,0.888495,0.074858,1.211423,0.844844,0.048686,1.267825,0.899238,0.076599
262,2.183333,1.215314,0.692844,0.288167,1.296619,0.676022,0.352715,1.238295,0.763225,0.060497,1.393281,0.939920,0.014509,1.302767,0.860939,0.064481,,,,1.217770,0.882406,0.075033,1.212559,0.839566,0.047401,1.268041,0.893798,0.077396
263,2.191667,1.225591,0.689430,0.294210,1.307491,0.673401,0.358206,1.244258,0.759076,0.065174,1.365530,0.953749,0.025613,1.287137,0.862268,0.074745,1.310026,0.852201,0.018578,1.200089,0.869133,0.051988,1.217870,0.902852,0.086234,1.161574,0.891622,0.026037
264,2.200000,1.235783,0.686790,0.300244,1.318285,0.671521,0.363649,1.250147,0.755422,0.069894,1.369475,0.952898,0.037924,1.293234,0.859073,0.086010,1.310201,0.856788,0.028650,1.203258,0.878091,0.063300,1.218327,0.915374,0.095061,1.163821,0.896037,0.035277
265,2.208333,1.245330,0.684432,0.306819,1.328389,0.669991,0.369690,1.255688,0.751774,0.075252,1.403884,0.934756,0.030781,1.318682,0.851601,0.083258,,,,1.220413,0.864748,0.076018,1.269861,0.877512,0.080236,1.217037,0.824620,0.043754
266,2.216667,1.253946,0.682687,0.313021,1.337553,0.669024,0.375336,1.260620,0.748636,0.080416,1.405013,0.932451,0.029249,1.321947,0.849106,0.084762,,,,1.220935,0.858693,0.076247,1.270159,0.872042,0.081218,1.218372,0.819564,0.042707
267,2.225000,1.262534,0.681390,0.319341,1.346651,0.668542,0.381142,1.265655,0.745677,0.085709,1.338155,0.921160,-0.045911,1.280736,0.840260,0.038269,1.312334,0.815851,-0.006274,1.220444,0.852408,0.076381,1.269376,0.866537,0.082030,1.218814,0.814200,0.041739
268,2.233333,1.270154,0.680522,0.325138,1.354755,0.668525,0.386447,1.270087,0.743081,0.090629,1.343740,0.917118,-0.043331,1.286398,0.837322,0.041948,1.316755,0.811473,-0.003540,1.221673,0.846475,0.076476,1.270373,0.860910,0.083246,1.220942,0.809187,0.040815
269,2.241667,1.273193,0.775596,0.250170,1.354309,0.798785,0.312958,1.288384,0.772031,0.013121,1.305769,0.993064,-0.028676,1.263045,0.875305,0.006474,1.328293,0.876336,-0.010983,1.220926,0.840176,0.076556,1.269319,0.855289,0.084014,1.221076,0.803825,0.039935
270,2.250000,1.292210,0.772847,0.256861,1.373462,0.797421,0.318943,1.296498,0.768530,0.016952,1.330934,0.999257,0.030184,1.285466,0.879741,0.054195,1.334961,0.880509,0.010304,1.214027,0.834031,0.043764,1.245109,0.869412,0.063962,1.170056,0.857370,0.030183
271,2.258333,1.309195,0.770355,0.265378,1.390542,0.796230,0.326804,1.303543,0.764807,0.023748,1.378842,0.993269,0.041255,1.321107,0.879836,0.068228,,,,,,,,,,,,
272,2.266667,1.320638,0.764804,0.274346,1.401970,0.791745,0.335332,1.308483,0.759751,0.032324,1.379868,0.988552,0.042605,1.326442,0.874343,0.074698,,,,,,,,,,,,
273,2.275000,1.333172,0.763269,0.283962,1.414464,0.791266,0.344524,1.314436,0.756185,0.041455,1.340462,0.985254,0.032556,1.307236,0.866537,0.074154,1.332865,0.866199,0.010748,1.213372,0.814945,0.037553,1.238068,0.854655,0.058508,1.169648,0.832644,0.016636
274,2.283333,1.340754,0.762329,0.291626,1.422159,0.791360,0.351545,1.318259,0.753032,0.049209,1.342719,0.981467,0.033215,1.311744,0.863695,0.079022,1.332851,0.861662,0.012337,1.213470,0.808755,0.035803,1.236343,0.849402,0.057028,1.170370,0.825071,0.012592
275,2.291667,1.348495,0.762087,0.300177,1.429902,0.792044,0.359638,1.322500,0.750167,0.057773,1.345339,0.977757,0.034363,1.316705,0.861219,0.084633,1.332628,0.857177,0.014599,1.213507,0.802468,0.033949,1.234119,0.844212,0.055362,1.171340,0.817056,0.008030
276,2.300000,1.353781,0.761161,0.307527,1.435202,0.791924,0.366555,1.325537,0.747352,0.065287,1.347217,0.974090,0.035622,1.320245,0.858695,0.089329,1.332410,0.852800,0.016842,1.213605,0.796371,0.032434,1.232344,0.838967,0.053888,1.172432,0.809536,0.004256
277,2.308333,1.357313,0.758592,0.314646,1.438755,0.790081,0.373260,1.327675,0.743691,0.072704,1.349639,0.969592,0.037356,1.323451,0.855358,0.093862,1.332469,0.847848,0.019448,1.213999,0.790540,0.031320,1.230763,0.833924,0.052829,1.173945,0.802269,0.000977
278,2.316667,,,,,,,1.326773,0.742051,0.073529,1.346799,0.967792,0.036890,1.320757,0.853647,0.093641,1.332465,0.845199,0.019475,1.214081,0.785450,0.030576,1.231505,0.828788,0.051652,1.174199,0.797482,0.000125
279,2.325000,1.472797,0.697190,0.174990,1.554412,0.740252,0.225436,1.335424,0.752805,-0.016324,1.274199,0.987812,0.059993,1.291368,0.860331,0.040455,1.323154,0.897967,0.014235,1.220274,0.795732,0.043593,1.258010,0.829752,0.050266,1.175350,0.820699,0.048186
280,2.333333,1.510286,0.728144,0.146477,1.585601,0.789127,0.187327,1.338139,0.752636,-0.021807,1.263004,0.986731,0.072540,1.288430,0.863848,0.038169,1.316989,0.906128,0.019018,1.220889,0.794068,0.046536,1.259131,0.828028,0.049717,1.176844,0.818639,0.057440
281,2.341667,1.505157,0.740139,0.164153,1.575857,0.804751,0.207592,1.340771,0.751774,-0.013080,1.252542,0.986980,0.069631,1.283440,0.864573,0.038167,1.314616,0.907417,0.022089,1.220253,0.791507,0.045686,1.258487,0.825459,0.049058,1.175995,0.816432,0.054772
282,2.350000,1.517288,0.758691,0.161472,1.582695,0.830195,0.202330,1.344867,0.751798,-0.008209,1.244425,0.986842,0.073150,1.280892,0.866659,0.039173,1.311165,0.911150,0.025280,1.221024,0.790164,0.046493,1.258921,0.824573,0.048902,1.176677,0.814621,0.056383
283,2.358333,1.525112,0.774686,0.158471,1.585460,0.851497,0.197435,1.347819,0.752040,-0.004676,1.237362,0.986713,0.076319,1.277940,0.868659,0.039648,1.307823,0.914395,0.028255,1.221160,0.789505,0.047436,1.258908,0.824125,0.049006,1.176913,0.813706,0.058352
284,2.366667,1.530112,0.788333,0.155297,1.585801,0.869276,0.192806,1.349848,0.752243,-0.002052,1.383489,1.069545,0.047988,1.353952,0.944212,0.029350,1.380968,0.979992,0.023839,,,,,,,,,
285,2.375000,1.533124,0.799842,0.152220,1.584622,0.884008,0.188608,1.351169,0.752315,-0.000040,1.382651,1.074450,0.049322,1.352851,0.949399,0.029268,1.381818,0.983995,0.025280,,,,,,,,,
286,2.383333,1.534787,0.809392,0.149338,1.582577,0.896100,0.184806,1.351932,0.752076,0.001611,1.382123,1.078292,0.050402,1.351730,0.953588,0.029112,1.382597,0.986981,0.026517,,,,,,,,,
287,2.391667,1.535558,0.817709,0.146503,1.579963,0.906504,0.181195,1.352294,0.751701,0.002988,1.381750,1.081491,0.051309,1.350556,0.957183,0.028898,1.383327,0.989322,0.027636,,,,,,,,,
288,2.400000,1.535676,0.824712,0.143776,1.577090,0.915203,0.177780,1.352299,0.751118,0.004164,1.381572,1.083973,0.052046,1.349413,0.960088,0.028668,1.383815,0.991086,0.028500,,,,,,,,,
289,2.408333,1.535189,0.830220,0.141374,1.574129,0.922011,0.174814,1.351890,0.750427,0.005117,1.381507,1.085766,0.052616,1.348299,0.962313,0.028440,1.384741,0.991897,0.029555,,,,,,,,,
290,2.416667,1.534453,0.835215,0.139002,1.571099,0.928140,0.171899,1.351325,0.749667,0.006059,1.381504,1.087274,0.053069,1.347184,0.964259,0.028218,1.385112,0.992743,0.030371,,,,,,,,,
291,2.425000,1.533588,0.839508,0.136808,1.568177,0.933403,0.169171,1.350698,0.748777,0.007021,1.381473,1.088373,0.053383,1.346092,0.965760,0.028037,1.407588,1.027455,0.100187,,,,,,,,,
292,2.433333,1.532374,0.842984,0.134738,1.565279,0.937631,0.166662,1.349678,0.748011,0.007748,1.178848,0.954362,0.095462,1.241806,0.867842,0.021444,1.250359,0.894849,0.069431,1.211033,0.763524,0.110656,1.240658,0.805103,0.115071,1.177232,0.763860,0.149643
293,2.441667,1.531129,0.846116,0.132671,1.562444,0.941454,0.164136,1.348666,0.747102,0.008470,1.177562,0.953117,0.100094,1.239764,0.868179,0.023644,1.248902,0.893704,0.072869,1.210275,0.761265,0.112446,1.239605,0.803090,0.116490,1.177125,0.761195,0.151989
294,2.450000,1.529855,0.848877,0.130855,1.559809,0.944801,0.161865,1.347613,0.746297,0.009260,1.176453,0.951974,0.104481,1.237867,0.868485,0.025830,1.247608,0.892612,0.076146,1.209544,0.759187,0.114215,1.238613,0.801227,0.117890,1.177016,0.758786,0.154270
295,2.458333,1.528441,0.851468,0.128761,1.556998,0.947950,0.159352,1.346454,0.745361,0.009841,1.175570,0.950819,0.109017,1.235975,0.868796,0.028075,1.246464,0.891446,0.079438,1.208920,0.757071,0.115930,1.237727,0.799320,0.119260,1.177056,0.756302,0.156509
296,2.466667,1.526991,0.853684,0.126836,1.554338,0.950648,0.157003,1.345237,0.744429,0.010441,1.174770,0.949528,0.113376,1.234171,0.868933,0.030286,1.245407,0.890145,0.082584,1.208327,0.754885,0.117513,1.236870,0.797335,0.120539,1.177093,0.753754,0.158571
297,2.475000,1.525446,0.856018,0.124735,1.551471,0.953479,0.154467,1.344070,0.743392,0.010996,1.174286,0.948210,0.118060,1.232472,0.869109,0.032706,1.244559,0.888757,0.085950,1.207925,0.752639,0.119287,1.236191,0.795296,0.121994,1.177390,0.751122,0.160855
298,2.483333,1.523929,0.857826,0.122815,1.548885,0.955707,0.152082,1.342806,0.742343,0.011568,1.172510,0.946739,0.120287,1.230248,0.868363,0.033965,1.242955,0.887494,0.087502,1.207057,0.750798,0.120399,1.235036,0.793669,0.122661,1.176955,0.749218,0.162280
299,2.491667,1.522405,0.859014,0.121151,1.546460,0.957261,0.149939,1.341501,0.741038,0.012185,1.179029,0.950446,0.129116,1.231078,0.864208,0.046765,1.273823,0.901712,0.082293,1.217189,0.753892,0.086504,1.254761,0.787687,0.078014,1.185649,0.773792,0.122166
300,2.500000,1.520941,0.860935,0.118945,1.543843,0.959606,0.147223,1.340405,0.739897,0.012765,1.179570,0.948588,0.134576,1.229924,0.864171,0.049334,1.274006,0.899783,0.086442,1.216975,0.751948,0.088816,1.254416,0.785812,0.080021,1.186099,0.771475,0.125257
301,2.508333,1.528636,0.860536,0.090288,1.553857,0.960328,0.111862,1.338916,0.736590,0.005541,1.191304,0.941516,0.141498,1.233656,0.855540,0.053506,1.276805,0.894086,0.081384,1.218530,0.747608,0.089700,1.255298,0.781630,0.078907,1.190362,0.766434,0.128619
302,2.516667,1.513143,0.870961,0.108000,1.529876,0.970932,0.136035,1.336291,0.737412,0.010960,1.181579,0.944540,0.151104,1.225057,0.867054,0.056060,1.274653,0.895137,0.097907,1.217427,0.747240,0.094817,1.253948,0.781872,0.085187,1.189080,0.764571,0.134298
303,2.525000,1.512670,0.873360,0.107370,1.528813,0.973586,0.134829,1.336265,0.737475,0.012824,1.180084,0.943392,0.153104,1.223758,0.866590,0.057594,1.273486,0.894502,0.099791,1.216613,0.746305,0.096109,1.253031,0.780963,0.086186,1.188371,0.763767,0.135606
304,2.533333,1.511490,0.874356,0.105953,1.527002,0.974830,0.132868,1.335423,0.736451,0.013741,1.179518,0.941733,0.155468,1.222525,0.865669,0.059070,1.272836,0.892939,0.101571,1.216019,0.744635,0.097450,1.252308,0.779341,0.087228,1.188087,0.762053,0.137187
305,2.541667,1.510010,0.875052,0.104321,1.524876,0.975741,0.130796,1.334290,0.735326,0.014208,1.179373,0.939963,0.158150,1.221367,0.864848,0.060568,1.272475,0.891142,0.103464,1.215619,0.742798,0.098754,1.251752,0.777587,0.088265,1.188083,0.760049,0.138839
306,2.550000,1.508774,0.875719,0.102950,1.523043,0.976585,0.129072,1.333369,0.734491,0.014569,1.179315,0.938209,0.160654,1.220448,0.864015,0.062006,1.272191,0.889475,0.105214,1.215352,0.741063,0.100004,1.251318,0.775938,0.089230,1.188182,0.758184,0.140393
307,2.558333,1.507840,0.876505,0.101594,1.521222,0.977608,0.127269,1.333185,0.733148,0.015170,1.179226,0.936490,0.162353,1.219787,0.862825,0.063075,1.271919,0.887782,0.106453,1.215055,0.739316,0.101103,1.250904,0.774226,0.090054,1.188134,0.756443,0.141656
308,2.566667,1.506836,0.875997,0.100789,1.520468,0.977127,0.126225,1.331608,0.732886,0.015109,1.179540,0.934480,0.165141,1.219123,0.861889,0.064684,1.271816,0.885966,0.108304,1.214958,0.737426,0.102561,1.250584,0.772442,0.091134,1.188470,0.754436,0.143447
309,2.575000,1.505788,0.876315,0.099479,1.518971,0.977618,0.124455,1.330756,0.731883,0.015625,1.179438,0.932323,0.167464,1.218279,0.860543,0.066137,1.271533,0.884063,0.109847,1.214858,0.735407,0.103632,1.250274,0.770561,0.091978,1.188634,0.752265,0.144750
310,2.583333,1.504564,0.876336,0.098055,1.517317,0.977869,0.122314,1.329601,0.730381,0.016721,1.177363,0.930298,0.168013,1.216305,0.858379,0.066825,1.269828,0.882585,0.110134,1.214123,0.733488,0.104200,1.249286,0.768817,0.092310,1.187855,0.750381,0.145277
311,2.591667,1.503268,0.876921,0.096773,1.515548,0.978623,0.120565,1.328520,0.729618,0.017421,1.177342,0.927877,0.171156,1.215352,0.857124,0.068797,1.269661,0.880543,0.112280,1.214213,0.731309,0.105436,1.249105,0.766842,0.093360,1.188238,0.747933,0.146807
312,2.600000,1.502191,0.877044,0.095769,1.514105,0.978894,0.119109,1.327583,0.728682,0.018087,1.178816,0.925084,0.175455,1.215278,0.855909,0.071468,1.270587,0.877890,0.115223,1.214749,0.728791,0.107063,1.249431,0.764477,0.094833,1.189220,0.745075,0.148845
313,2.608333,1.500976,0.877423,0.093527,1.511334,0.979506,0.116591,1.328860,0.725391,0.017463,1.179725,0.922927,0.175331,1.215499,0.854123,0.070860,1.271071,0.874971,0.115143,1.214886,0.726020,0.107444,1.249463,0.761750,0.095043,1.189569,0.742256,0.149373
314,2.616667,1.499833,0.877093,0.092070,1.509597,0.979336,0.114680,1.328286,0.723592,0.017683,1.180178,0.920405,0.177208,1.215052,0.852278,0.071991,1.271240,0.872510,0.116263,1.215161,0.723511,0.108268,1.249508,0.759404,0.095701,1.190071,0.739561,0.150404
315,2.625000,1.498992,0.876886,0.090926,1.508206,0.979284,0.113057,1.328066,0.721947,0.018106,1.178414,0.918254,0.176725,1.213754,0.849867,0.071833,1.269851,0.870907,0.115848,1.214895,0.721432,0.108431,1.248951,0.757531,0.095666,1.189639,0.737533,0.150449
316,2.633333,1.498406,0.876555,0.090062,1.507190,0.979094,0.111711,1.328009,0.720419,0.018575,1.179696,0.915606,0.179185,1.214075,0.848152,0.073373,1.270733,0.868340,0.117461,1.215531,0.718973,0.109261,1.249430,0.755211,0.096471,1.190474,0.734823,0.151493
317,2.641667,1.497717,0.876487,0.089112,1.505975,0.979159,0.110331,1.327969,0.719013,0.019033,1.179576,0.913377,0.180275,1.213678,0.846314,0.074125,1.270625,0.866429,0.118141,1.215884,0.716883,0.109737,1.249551,0.753308,0.096867,1.190836,0.732594,0.152026
318,2.650000,1.497351,0.875830,0.088467,1.505316,0.978625,0.109199,1.327975,0.717467,0.019502,1.177190,0.911525,0.178652,1.212376,0.843707,0.073340,1.268874,0.865300,0.116945,1.215599,0.715174,0.109398,1.248996,0.751811,0.096423,1.190166,0.730988,0.151418
319,2.658333,1.497156,0.874925,0.088030,1.504928,0.977835,0.108258,1.328093,0.715849,0.019951,1.176757,0.909417,0.178661,1.212137,0.841495,0.073481,1.268586,0.863541,0.116873,1.215894,0.713207,0.109459,1.249111,0.750002,0.096474,1.190293,0.728962,0.151399
320,2.666667,1.497122,0.873762,0.087745,1.504827,0.976777,0.107458,1.328186,0.714233,0.020417,1.177912,0.907204,0.180070,1.212715,0.839650,0.074462,1.269501,0.861408,0.117723,1.216695,0.711148,0.109840,1.249803,0.748067,0.096926,1.191102,0.726714,0.151855
321,2.675000,1.497205,0.872369,0.087544,1.504961,0.975478,0.106738,1.328226,0.712628,0.020827,1.177452,0.905361,0.179644,1.212574,0.837406,0.074399,1.269273,0.859964,0.117244,1.217195,0.709467,0.109596,1.250122,0.746570,0.096748,1.191332,0.724949,0.151477
322,2.683333,1.497451,0.870929,0.087535,1.505332,0.974125,0.106205,1.328353,0.711128,0.021261,1.176834,0.903833,0.178788,1.212463,0.835271,0.074108,1.268944,0.858806,0.116498,1.217605,0.708063,0.109278,1.250386,0.745312,0.096482,1.191428,0.723535,0.150967
323,2.691667,1.497640,0.869808,0.087488,1.505521,0.973087,0.105692,1.328628,0.709728,0.021676,1.374929,1.067173,0.035634,1.320807,0.950600,0.015392,1.395925,0.954564,0.032620,,,,,,,,,
324,2.700000,1.498067,0.868143,0.087938,1.506217,0.971480,0.105688,1.328823,0.708332,0.022064,1.374340,1.065743,0.034733,1.320701,0.948864,0.014986,1.395424,0.953360,0.032051,,,,,,,,,
325,2.708333,1.498595,0.866876,0.088236,1.507007,0.970279,0.105474,1.329124,0.707244,0.022517,1.371932,1.064934,0.032397,1.319525,0.947300,0.013856,1.393703,0.952916,0.030343,,,,,,,,,
326,2.716667,1.499151,0.865433,0.088631,1.507873,0.968885,0.105419,1.329387,0.706136,0.022857,1.199023,0.937361,0.166840,1.224381,0.851383,0.072538,1.283561,0.877706,0.107482,1.221292,0.732217,0.125606,1.256083,0.764537,0.106348,1.198160,0.755588,0.165371
327,2.725000,1.500007,0.863643,0.089477,1.509279,0.967119,0.105815,1.329706,0.705128,0.023203,1.371132,1.062506,0.030833,1.319757,0.944271,0.013251,1.393030,0.950988,0.029255,,,,,,,,,
328,2.733333,1.500914,0.861840,0.090324,1.510767,0.965332,0.106208,1.330074,0.704133,0.023513,1.372450,1.061039,0.031225,1.320994,0.942852,0.013556,1.393879,0.949680,0.029624,,,,,,,,,
329,2.741667,1.501840,0.860013,0.091291,1.512386,0.963501,0.106751,1.330297,0.703364,0.023795,1.372311,1.060019,0.030277,1.321350,0.941539,0.013142,1.393740,0.948908,0.028971,,,,,,,,,
